movie_title,year,episode,song_title,artists,song_id,track_id
breakin 2: electric boogaloo,1984,nan,din daa daa (m1 remix),george kranz,290338.0,376051.0
midsommer,2003,nan,wild wonders,carpark north,325335.0,540571.0
catfish,"[2010, 2005]",nan,learning the lie,joel gibb+the hidden cameras,61786.0,386771.0
skeppsholmen,2002,(#2.5),walk a mile in my shoes (2002 digital remaster),joe south+elvis presley,418468.0,214071.0
bandstand,"[1952, 1983]",(#27.15),the kid's american,matthew wilder,169332.0,22607.0
ecstasy,"[2008, 1972]",nan,beautiful sunday,daniel boone,642861.0,425118.0
live at last,"[2005, 1996]",nan,feel the pressure,the charlatans,246556.0,520927.0
sapiches,"[1982, 1965]",nan,let there be drums,sandy nelson,904041.0,603787.0
melinda and melinda,"[2004, 1996]",nan,take the a train,billy strayhorn+duke ellington+the duke ellington orchestra,911996.0,537805.0
the swing of things,"[2013, 1996]",nan,take the a train,billy strayhorn+duke ellington+his band,911996.0,686836.0
reveille with beverly,"[1943, 1996]",nan,take the a train,billy strayhorn+betty roche  with duke ellington+the duke ellington orchestra,911996.0,593418.0
jam,"[2000, 1984]",nan,i will be your friend,sade+stuart matthewman,829925.0,123412.0
matin bonheur,"[1987, 1988]",(1989-06-08),quand je serai k.o,alain souchon,275258.0,150101.0
melrose place,2009,cahuenga (#1.10),now i'm that bitch part ii,livvi franc,822685.0,151011.0
the sopranos,"[1999, 1995]",isabella (#1.12),tiny tears,tindersticks,105061.0,269884.0
no disparen al pianista,"[2007, 2009]",(#2.14),dance with somebody,mando diao,845036.0,167619.0
shes out of control,"[1989, 1959]",nan,venus,ed marshall+frankie avalon,648859.0,611920.0
the shield,"[2002, 1977]",aint that a shame (#4.13),ain't that a shame,fats domino+david bartholomew+cheap trick,286315.0,266812.0
urgh! a music war,1981,nan,down in the park (early version 2),gary numan / tubeway army,897394.0,710411.0
doctor who,"[2005, 2006]",smith and jones (#3.1),sunshine,arrested development,577503.0,72488.0
saturday night live,"[1975, 1965]",jr. walker & the all-stars (#6.13),shotgun,jr. walker & the all stars,957712.0,202428.0
tie pohjoiseen,"[2012, 2006]",nan,brother moon,amorphis,653671.0,696705.0
high school musical: o desafio,2010,nan,gosto tanto,wanessa camargo,587829.0,470218.0
all the wilderness,"[2014, 2007]",nan,escarpment,no age,690316.0,344237.0
extremedays,2001,nan,superfan,fanmail+scott siletta,516123.0,434916.0
private practice,2007,wait and see (#2.17),i love you more than words can say (lp version),eddie floyd+booker t. jones+otis redding,102081.0,188307.0
winter solstice on ice,"[1999, 1998]",nan,this christmas,donny hathaway+nadine mckinnor+jeffrey osborne,651417.0,725529.0
star trek iv: the voyage home,1986,nan,ballad of the whale,the yellowjackets,718421.0,628239.0
the limey,"[1999, 1974]",nan,squib cakes (lp version),chester thompson+tower of power+arrangement with warner special products,336625.0,670461.0
im going to tell you a secret,"[2005, 2003]",nan,nothing fails [nevins mix],madonna+guy sigsworth+jem,887101.0,480836.0
the dream,"[2014, 2003]",nan,melancholia vii,william basinski,418491.0,657167.0
nowhere boy,"[2009, 2003]",nan,mr. sandman,pat ballard+dickie valentine,700786.0,560788.0
roswell,"[1999, 2007]",surprise (#2.3),c'mon n' ride it (the train) (lp version),quad city dj's,376025.0,198099.0
the vampire diaries,2009,the night of the comet (#1.2),closer to love,mat kearney,804264.0,281737.0
toutes nos envies,"[2011, 1979]",nan,on saturday afternoons in 1963 (lp version),rickie lee jones,163792.0,701115.0
top of the pops,1964,(1991-02-14),every beat of the heart (bbc in concert),the railway children,774850.0,302189.0
cold case,"[2003, 1944]",sandhogs (#4.3),i wonder,cecil gant,890055.0,47677.0
killer of sheep,"[1978, 1944]",nan,i wonder,cecil gant+raymond leveen,890055.0,500910.0
the o.c.,"[2003, 2004]",the father knows best (#2.13),misread,kings of convenience,50952.0,258495.0
the eurovision song contest,2007,nan,worlds collide,apocalyptica,172770.0,658511.0
reading and leeds festival,2009,arctic monkeys (#1.5),red right hand,arctic monkeys,561676.0,193080.0
telstar: the joe meek story,"[2008, 2005]",nan,jack the ripper,david sutch+david sutch  (as screaming lord sutch+the savages),820281.0,641224.0
just looking,"[1999, 1955]",nan,i hear you knocking,david bartholomew+earl king+smiley lewis,243281.0,495956.0
bette midler in concert: diva las vegas,"[1997, 1995]",nan,bed of roses (lp version),bonnie hayes+bette midler,174323.0,365559.0
pahiram kahit sandali,"[1998, 1992]",nan,bed of roses,jon bon jovi+bon jovi,650841.0,569925.0
sphere,1998,nan,im making believe,james v. monaco+the ink spots  with ella fitzgerald,13435.0,625947.0
s club seeing double,"[2003, 2002]",nan,who do you think you are?,cathy dennis+jonny lisners+s club 7,447285.0,601253.0
mr. & mrs. bridge,1990,nan,blues in the night (from 'blues in the night'),harold arlen+dinah shore  with orchestra,755229.0,546493.0
the 33rd annual primetime emmy awards,1981,nan,blues in the night (from 'blues in the night'),harold arlen+johnny mercer+ella fitzgerald+dinah shore,755229.0,643894.0
heroes,2006,chapter five fight or flight (#2.5),boyz,m.i.a.,356879.0,108894.0
everybody hates chris,2005,everybody hates keisha (#1.2),sophisticated lady (she's a different lady) (live),natalie cole,827015.0,85302.0
jeff buckley: live in chicago,"[2000, 1994]",nan,hallelujah,leonard cohen+jeff buckley,605321.0,491030.0
soul to soul,1971,nan,run shaker life (remastered album version),the voices of east harlem,364868.0,624140.0
paul mccartney: live at the cavern club,"[1999, 1982]",nan,blue jean bop,gene vincent+morris levy+paul mccartney,125938.0,573042.0
nashville,"[2012, 2007]",pilot (#1.1),type of gurl,rasheeda,641003.0,165446.0
octopussy,1983,nan,all time high,john barry+rita coolidge,906510.0,563101.0
atop the fourth wall,"[2008, 1999]",the backstreet project #1 (#4.13),larger than life,the backstreet boys,539551.0,17995.0
dr. demento 20th anniversary collection,1991,nan,elvis is everywhere,mojo nixon,293516.0,420838.0
union square,1997,unaired pilot,semi-charmed life (lp version),stephan jenkins+third eye blind,134656.0,309701.0
heat vision and jack,"[1999, 1997]",nan,semi-charmed life (lp version),third eye blind,134656.0,466821.0
kinect sports: season two,"[2011, 1997]",nan,semi-charmed life (lp version),third eye blind+courtesy of atlantic recording corp. by arrangement with warner music group videogame licensing  1997 elektra entertainment group.+stephan jenkins ; published by music of everpop admin by evergreen copyrights+inc.+a bmg company. all rights reserved. used by permission.,134656.0,501389.0
not bad for a girl,"[1995, 1994]",nan,violet,hole,611360.0,559785.0
the sisterhood of the traveling pants,2005,nan,these days,john ondrasik+chantal kreviazuk,561320.0,684462.0
brainscan,"[1994, 1993]",nan,leave me alone,butthole surfers,811503.0,375432.0
unforgettable: the sweeney,2012,nan,mouldy old dough ii,nigel fletcher+rob woodward+lieutenant pigeon,573345.0,709223.0
battlefield hardline,"[2015, 1981]",nan,this is radio clash,the clash+joe strummer+mick jones+paul simonon+topper headon,212577.0,361665.0
mtv pilipinas music video award 2006,"[2006, 2005]",nan,gold digger,kanye west,669308.0,527771.0
little birds,"[2011, 1999]",nan,september gurls (live),alex chilton+big star,541917.0,519851.0
karaoke revolution,2009,nan,99 times,kate voegele,613340.0,497745.0
the vampire diaries,"[2009, 2005]",the night of the comet (#1.2),i get around,dragonette,619241.0,281743.0
how to lose friends & alienate people,"[2008, 2005]",nan,i get around (van she dub),dan kurtz+martina sorbara+dragonette,619241.0,476579.0
the goods: live hard  sell hard,2009,nan,vehicle,jim peterik+the ides of march,163041.0,662703.0
dumb and dumber to,2014,nan,vehicle,jim peterik+the ides of march,163041.0,423250.0
premiya muz-tv 2008,"[2008, 2005]",nan,from yesterday,jared leto+30 seconds to mars,322683.0,582242.0
house of wax,"[2005, 2004]",nan,i never told you what i do for a living (album version),gerard way+mikey way+matt pelissier+frank iero+ray toro+my chemical romance+arrangement with warner strategic marketing,490925.0,475826.0
100 greatest number one singles,2001,nan,here in my heart,pat genaro+lou levinson+bill borrelli+al martino,766896.0,326736.0
bored to death,"[2009, 2008]",the alanon case (#1.2),inside out,kaiser cartel,584840.0,34600.0
porkys,"[1981, 2005]",nan,why don't you believe me?,joni james,341634.0,580515.0
cold case,"[2003, 1998]",the good death (#4.23),p.s. you rock my world,eels,757931.0,47805.0
pop liisa,1976,(1976-11-25),simple human kindness,jim pembroke+wigwam,133648.0,185285.0
threat,2006,nan,fuck all,atari teenage riot,379482.0,695619.0
saturday night live,"[1975, 1996]",tom arnold/tupac shakur (#21.13),dip doodle (album version),adam sandler,870607.0,203366.0
xin si wang you xi,"[1975, 1974]",nan,love's theme,the love unlimited orchestra,946873.0,728129.0
rains in la,"[2013, 2007]",nan,elvis ain't dead,scouting for girls,488518.0,588771.0
welcome to the rileys,2010,nan,the nasty song,sylvester samuels/lil ru+lil ru,3066.0,719798.0
six feet under,"[2001, 1997]",the secret (#2.10),bohemian sunset,jazzanova,204352.0,213680.0
one tree hill,"[2003, 2008]",our life is not a movie or maybe (#6.8),sheets,damien jurado,718668.0,173491.0
top of the pops,"[1964, 1980]",(1980-11-06),never knew love like this before,stephanie mills,543780.0,301313.0
the september issue,"[2009, 2007]",nan,that home,jason swinscoe+phil france+patrick watson+the cinematic orchestra,804537.0,683647.0
the long weekend,"[2005, 1987]",nan,build,paul heaton  /stan cullimore+the housemartins,791484.0,671268.0
sesiones con alejandro franco,"[2007, 2000]",los tres,olor a gas,ï¿½lvaro henrï¿½quez+los tres,770542.0,206466.0
ghost whisperer,"[2005, 2008]",greek tragedy (#4.15),don't work yourself up,tristan prettyman,485264.0,96715.0
the devil and daniel johnston,"[2005, 1986]",nan,master of puppets,lars ulrich+james hetfield+kirk hammett+cliff burton+metallica,355473.0,656156.0
metallica through the never,"[2013, 1986]",nan,master of puppets,james hetfield+lars ulrich . cliff burton+kirk hammett+metallica,355473.0,539102.0
the unloved,"[2009, 2002]",nan,a boy like me,patrick wolf,637808.0,689220.0
my best friends wedding,1997,nan,i say a little prayer (reggae mix),burt bacharach+hal david+diana king,18213.0,549348.0
mï¿½lmhaus,"[2013, 1987]",nan,am i evil,diamond head,20089.0,551192.0
renaldo and clara,"[1978, 1964]",nan,ballad in plain d,bob dylan+gordon lightfoot,244180.0,592240.0
ben x,"[2007, 1998]",nan,insanity,praga khan+oliver adams,344179.0,364539.0
theres something about ashley: the story of headstrong,"[2006, 2007]",nan,so much for you (album version),adam longlands+lauren christy+scott spock+graham edwards+ashley tisdale,322370.0,693435.0
top gear,"[2002, 2009]",bolivia special (#14.6),sleep alone (909s in darktimes mix),bat for lashes,662752.0,298273.0
the sandlot,1993,nan,there goes my baby,ben e. king+lover patterson+george treadwell+jerry leiber+mike stoller+the drifters,929287.0,682820.0
grand theft auto iv: the ballad of gay tony,2009,nan,watching you (oliver $ remix),jahcoozi,238559.0,457155.0
monte video,1994,ostern,sail away,rohan heath+urban cookie collective,267894.0,158334.0
the mini,"[2007, 2003]",nan,tech romance,marc bianchi+her space holiday,650710.0,673772.0
20 to 1,"[2005, 1984]",greatest songs of all time (#3.2),good vibrations,the beach boys+mike love   / brian wilson,620289.0,1351.0
pet stories,"[2003, 1984]",nan,good vibrations,the brian wilson band,620289.0,575286.0
vegas vacation,"[1997, 1984]",nan,good vibrations,brian wilson+mike love+the beach boys,620289.0,712338.0
sleepers,"[1996, 1984]",nan,good vibrations,the beach boys+brian wilson+mike love,620289.0,618639.0
sensation,"[2010, 1996]",nan,life's little tragedy,lambchop,640494.0,608838.0
the affair,"[2014, 1974]",6 (#1.6),children at play,marcia griffiths,761078.0,235849.0
dance paradise,"[2010, 2004]",nan,hollaback girl,gwen stefani,367533.0,404364.0
the mindy project,"[2012, 2004]",san francisco bae (#3.13),hollaback girl,gwen stefani,367533.0,256266.0
sesiones con alejandro franco,"[2007, 1998]",jarabedepalo,agua,jarabe de palo,92399.0,206421.0
earth,2007,nan,un jour sur terre,anggun,602289.0,424421.0
love jones,"[1997, 1996]",nan,ascension (don't ever wonder),musze+itaal shur+maxwell+arrangement with sony music licensing,381937.0,525034.0
melrose place,2009,shoreline (#1.6),release me,agnes,342499.0,151176.0
il caimano,"[2006, 2003]",nan,the blower's daughter,damien rice,272807.0,482444.0
the l word,"[2004, 2003]",limb from limb (#1.13),the blower's daughter,damien rice,272807.0,251155.0
peace one day,2004,nan,freedom train (live),lenny kravitz,929488.0,573523.0
the wonder years,1988,steady as she goes (#2.4),ooh  baby baby,smokey robinson+warren moore+the miracles,873168.0,285518.0
two much,"[1996, 1988]",nan,caribe,michel camilo+paquito drivera+cachao+arrangement with sony music licensing,453936.0,705781.0
the united states army air force band,1942,nan,the man of the hour,henry fillmore+the united states army air force band,875947.0,689143.0
the brit awards 2010 launch party,"[2010, 2009]",nan,drumming song,florence welch+james ford+crispin hunt+florence+the machine,464852.0,651307.0
good morning  vietnam,"[1987, 1986]",nan,danger heartbreak dead ahead,william stevenson+clarence paul+ivory joe hunter+the marvelettes,321672.0,455331.0
from nashville with music,"[1969, 1995]",nan,hey joe!,carl smith,780857.0,446489.0
live at the astoria,1995,nan,street spirit (fade out),radiohead,398538.0,520957.0
guitar hero world tour,"[2008, 2004]",nan,prisoner of society (album version),chris cheney+the living end,80281.0,460396.0
im with lucy,"[2002, 2000]",nan,golden touch,blue states+andrew dragazis,153405.0,481089.0
laskettu aika,"[2009, 2008]",nan,vinegar,rauli eskolin+patric sarin+anna abreu,778721.0,511651.0
the big easy,"[1986, 1996]",nan,don't you just know it,huey 'piano' smith,218148.0,649102.0
austin city limits,"[1975, 2004]",ryan adams/tift merritt (#31.10),good hearted man,tift merritt,514677.0,18859.0
no disparen al pianista,"[2007, 2008]",(#2.21),ulysses,franz ferdinand,326856.0,167665.0
duran duran: greatest - the videos,"[1999, 1986]",nan,notorious,simon le bon+nick rhodes+john taylor+duran duran,800079.0,423487.0
the perry como show,1948,(#2.6),dear hearts and gentle people,sammy fain+perry como+the fontane sisters,223425.0,260593.0
the clothes show,1986,(#1.1),find the time,paul gurvitz+neil trevisick+five star,36718.0,240886.0
one tree hill,"[2003, 1978]",what comes after the blues (#5.18),a man i'll never be,boston,896135.0,174174.0
top of the pops: the story of 1980,"[2015, 2010]",nan,dance stance (kid jensen session),kevin rowland+dexys midnight runners,886458.0,700130.0
les infidï¿½les,2012,nan,i know ur girlfriend hates me,annie strand+richard x+hannah robinson,488593.0,516169.0
drop zone,1994,nan,baby please don't go (alt. tk),big joe williams+webb wilder,812184.0,422348.0
wild at heart,1990,nan,baby please don't go (alt. tk),big joe williams+them,812184.0,724792.0
the buttercup project,2010,nan,baby please don't go (alt. tk),big joe williams+big bill broonzy,812184.0,651875.0
northfork,"[2003, 1991]",nan,always late (with your kisses),lefty frizzell+blackie crawford+arrangement with sony music licensing,798151.0,559545.0
pop go the sixties!,"[1969, 1964]",nan,(there's) always something there to remind me,burt bacharach+lyrics by hal david+sandie shaw,271675.0,579970.0
eurovision: making your mind up,2007,nan,flying the flag [for you] [silverstation remix],scooch,381427.0,433131.0
west,2007,nan,falling in love with love,david brown,501242.0,720078.0
