_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists
24584912,627479,32398,st. louis blues,1929.0,w.c. handy+bessie smith,st. louis blues,0,jimmy smith
24585118,563968,32398,oklahoma blues,1948.0,jimmy wakely,st. louis blues,0,jimmy smith
24592843,400080,295977,i let the freight train carry me on,2009.0,alton delmore+rabon delmore+sydney nathan+the delmore brothers,i let the freight train carry me on,0,delmore brothers
24596523,258360,725023,i want to hear what you have got to say,2003.0,the subways,what you want (dj dlg remix),2007,the disco boys
24601257,413480,650638,winter 05,2011.0,mio bonacci+alexandra lawn+wes miles+mathieu sanots+rebecca zeller+ra ra riot,winter '05,2008,ra ra riot
24609801,523627,589632,espaldas mojadas,2006.0,nacho campillo+tam tam go!+c�mplices,espaldas mojadas (directo merida 08),0,tam tam go
24613912,734409,76797,how can you ask me,2012.0,mary broadcast band,as long as you love me,0,the band
24614584,9060,76797,you will miss me,2001.0,the pining,as long as you love me,0,the band
24614715,298416,76797,you really got me,1994.0,the kinks,as long as you love me,0,the band
24614773,307865,76797,would you come with me,2006.0,the elected,as long as you love me,0,the band
24614803,575285,76797,you still believe in me,2003.0,the brian wilson band,as long as you love me,0,the band
24614831,449319,76797,love me,2010.0,the cramps,as long as you love me,0,the band
24614866,718160,76797,lady love me,2013.0,the watson twins,as long as you love me,0,the band
24614988,474439,76797,you and me,2014.0,dave matthews band,as long as you love me,0,the band
24615051,626407,76797,you dont like me,1984.0,the tennessee pedestrians,as long as you love me,0,the band
24615123,648237,76797,you wont see me,2009.0,the beatles,as long as you love me,0,the band
24615183,149628,76797,you gonna make me love somebody else,2015.0,the jones girls,as long as you love me,0,the band
24615315,596878,76797,love me baby,1957.0,the belew twins,as long as you love me,0,the band
24615420,397092,76797,love it when you call,2007.0,the feeling,as long as you love me,0,the band
24615440,536562,76797,i love you so,1973.0,the chantels,as long as you love me,0,the band
24615451,146879,76797,love  what you doing?,2011.0,we have band,as long as you love me,0,the band
24615596,193196,76797,love you better,2009.0,the maccabees,as long as you love me,0,the band
24615641,201595,76797,love you too much,1975.0,the notting hillbillies,as long as you love me,0,the band
24630845,332809,521912,juggalo family,2009.0,violent j+shaggy 2 dope+jamie madrox+monoxide+dark lotus,juggalo family,2001,dark lotus
24639719,688918,384146,is it on  is it off?,1969.0,the bit asweet,is it in you?,0,the charlatans
24640269,566552,384146,it is the law,2008.0,the envelopes,is it in you?,0,the charlatans
24647955,731778,421450,the sun,1970.0,mejla hlavsa+plastic people of the universe,the wolf,2009,lady of the sunshine
24648581,127805,421450,the lovers,2003.0,the future sound of london,the wolf,2009,lady of the sunshine
24650463,731778,389999,the sun,1970.0,mejla hlavsa+plastic people of the universe,sirius the scorching,1995,birdsongs of the mesozoic
24655276,316349,230137,on water,2006.0,the last dinosaur,on the way,0,the ziggens
24656156,486325,230137,ben takes a walk to lose company and on the way he sees some ice skaters,2011.0,the sugarplastic,on the way,0,the ziggens
24656203,266766,230137,flowers on the wall,2001.0,the statler brothers,on the way,0,the ziggens
24656207,136048,230137,the weekenders,1993.0,the hold steady,on the way,0,the ziggens
24656361,691024,230137,the wheels on the bus,2009.0,the white stripes,on the way,0,the ziggens
24657089,657015,230137,riders on the storm,1985.0,the doors,on the way,0,the ziggens
24657171,272093,230137,keep your eyes on the hands,1956.0,the top twenty,on the way,0,the ziggens
24657221,670134,230137,love on the dole,2011.0,the libertines,on the way,0,the ziggens
24657521,567196,230137,keep on the sunnyside,2007.0,the carter family,on the way,0,the ziggens
24657624,706709,230137,break on through (to the other side),2010.0,the doors,on the way,0,the ziggens
24658079,470767,230137,his eye is on the sparrow,2006.0,the soul stirrers,on the way,0,the ziggens
24658202,228550,230137,gold on the ceiling,2011.0,the black keys,on the way,0,the ziggens
24658251,237094,230137,boogie on the beach,2010.0,the red elvises,on the way,0,the ziggens
24658482,258664,230137,getting hit on at the bank,2003.0,the briefs,on the way,0,the ziggens
24658551,700968,230137,the shimmy,2010.0,the upsetters,on the way,0,the ziggens
24658616,601375,230137,the apothecary,2010.0,enter the haggis,on the way,0,the ziggens
24658621,344334,230137,the irony,2011.0,the malpractice,on the way,0,the ziggens
24659778,657041,230137,the end,1987.0,the doors,on the way,0,the ziggens
24659824,725617,230137,the bug,2008.0,the cool raiders,on the way,0,the ziggens
24659841,471737,230137,the rain,2009.0,the bloody hollies,on the way,0,the ziggens
24659851,244776,230137,the odds,2013.0,the cabin project,on the way,0,the ziggens
24669238,728647,860395,i love my dog,2007.0,cat stevens,my own true love (album version),0,connie stevens
24674061,521016,38870,sunrise,2008.0,lee alexander+norah jones,sunrise,2004,norah jones
24674986,61867,629894,always the sun,1986.0,the stranglers,morning sun,2008,the ruby suns
24675268,707389,629894,monday morning,2015.0,the baseballs,morning sun,2008,the ruby suns
24675374,246755,629894,goodnight bad morning,2009.0,the kills,morning sun,2008,the ruby suns
24679827,686421,726301,who knows where the time goes,1968.0,sandy denny+judy collins,time of the preacher,0,edwyn collins
24682059,645525,432014,you stepped out of a dream,1971.0,nacio herb brown,dream,0,les brown
24682285,699149,432014,all i do is dream of you,1947.0,tommy tucker+orchestra+don brown,dream,0,les brown
24686070,687565,159703,love me now,1965.0,percy faith+arte johnson,lost love,1990,percy mayfield
24694492,340528,385421,our love,2007.0,michael lloyd,in the midst of your love,0,michael james
24694823,1765,385421,in the closet,2005.0,michael jackson,in the midst of your love,0,michael james
24694951,454016,385421,in the face of fear,2010.0,michael a. reagan,in the midst of your love,0,michael james
24695071,648690,385421,in the wink of an eye,2004.0,michael mclean,in the midst of your love,0,michael james
24695245,710520,385421,time i came in out of the rain,2015.0,michael burks,in the midst of your love,0,michael james
24695248,711065,385421,aint no love in the heart of the city,1997.0,michael price+dan walsh,in the midst of your love,0,michael james
24695518,12097,385421,the power of love,2002.0,casey james,in the midst of your love,0,michael james
24695627,554708,385421,rising in love,1992.0,michael nesmith,in the midst of your love,0,michael james
24695890,720745,385421,the meaning of love,2000.0,michael mcdonald+jim photoglo,in the midst of your love,0,michael james
24696278,524895,385421,your hand in mine,2009.0,michael james+munaf rayani+christopher hrasky+mark t. smith+explosions in the sky,in the midst of your love,0,michael james
24696479,708367,385421,its in your head,1987.0,michael palm+agent orange,in the midst of your love,0,michael james
24696929,92392,385421,lost in the backyard,2006.0,james mcmurtry,in the midst of your love,0,michael james
24698028,624715,385421,horse in the country,1991.0,michael timmins+cowboy junkies,in the midst of your love,0,michael james
24698302,589771,385421,shadows of the moon,1989.0,michael jones+david darling,in the midst of your love,0,michael james
24698656,196301,385421,they are all in love (cover of the who),2016.0,jim james,in the midst of your love,0,michael james
24698955,657163,385421,queen of the night,1982.0,michael nyman+nyman band,in the midst of your love,0,michael james
24699236,721007,385421,crossroads of the world,2004.0,michael whalen,in the midst of your love,0,michael james
24699367,611751,385421,the leader of the band,1935.0,michael carr+jimmy kennedy,in the midst of your love,0,michael james
24699392,490095,385421,lord of the feet,1998.0,michael stuart kirkpatrick,in the midst of your love,0,michael james
24699453,642095,385421,the tears of the angels,2005.0,michael bolton,in the midst of your love,0,michael james
24701964,314505,220357,carlys song,1978.0,david sanborn,song 5,0,devlin & david
24702476,442575,776664,lonely blues,1993.0,mitch moses+mitch moses acid blues project,mama blues,0,mama blues project
24703897,687242,4394,written in stone,2007.0,david yazbek,rolling stone,1975,david essex
24706859,301464,299094,rock this town,1964.0,the stray cats,rock on,0,the bots
24706956,730803,299094,rock creek park,1991.0,the blackbyrds,rock on,0,the bots
24707062,269382,299094,were rock chicks,2003.0,the cast,rock on,0,the bots
24707175,397997,299094,what goes on,2007.0,the velvet underground,rock on,0,the bots
24707278,34646,299094,hold on,2009.0,the bandana splits,rock on,0,the bots
24707297,300619,299094,sail on,1964.0,the commodores,rock on,0,the bots
24707500,611097,299094,gods on vacation,2007.0,the furze+p. seaman,rock on,0,the bots
24707527,363361,299094,move on,2006.0,the royal tease,rock on,0,the bots
24707566,648230,299094,what goes on,2009.0,the beatles,rock on,0,the bots
24715637,125214,395723,i think of you,1959.0,the merseybeats,thinking of you,0,settle the score
24716191,536574,395723,you,1973.0,the aquatones,thinking of you,0,settle the score
24719720,700141,43638,ghost riders in the sky,2015.0,stan jones+the shadows,in the presence of jehovah,0,stan whitmire
24728765,351505,670406,peace,1999.0,paul kelly,peace,0,paul kelly
24729850,665760,948245,this ole house,2013.0,stuart hamblen+shakin stevens,this ole house,1990,stuart hamblen
24742076,253245,367809,once a day,2008.0,bill anderson+connie smith,once a day,1965,connie smith
24742077,253703,367809,once a day,2008.0,connie smith,once a day,1965,connie smith
24750395,536562,908160,i love you so,1973.0,the chantels,i love this game,0,dan the automator
24750969,466203,908160,if this is love,2011.0,the saturdays,i love this game,0,dan the automator
24757853,78697,561727,still be lovin you,1985.0,damage,still be lovin' you (matt 'jam' lamont & dj face edit),0,damage
24769170,716412,777710,moonshine,2005.0,the rattlesnakes,shine,0,the ponys
24769214,83835,777710,hey sunshiney day,2004.0,the bravery,shine,0,the ponys
24769225,98053,777710,the sunshine underground,2015.0,the chemical brothers,shine,0,the ponys
24771783,583010,276339,peach trees,2005.0,rufus wainwright,peach trees,2004,rufus wainwright
24778807,376972,61558,see ya,2000.0,andy mccluskey   / stewart kershaw / liz mcclarnon+atomic kitten+arrangement with virgin records america,see me rock,0,usk
24779454,18774,29858,long walk to freedom,1975.0,ladysmith black mambazo,freedom,2004,black bonzo
24790721,689762,130418,so far away,1999.0,carole king,so far away (live),0,carole king
24790738,726573,130418,so far away,1986.0,carole king,so far away (live),0,carole king
24790745,98369,130418,so far away,2009.0,carole king,so far away (live),0,carole king
24790753,392376,130418,so far away,2011.0,carole king,so far away (live),0,carole king
24791127,609099,858673,northern sky,2001.0,nick drake,northern sky,1970,nick drake
24797990,171657,864962,the more you live  the more you love,2012.0,frank maudsley+paul reynolds+ali score+michael score+a flock of seagulls,the more you live (mission uk remix),1999,a flock of seagulls
24808887,716532,349193,song of the volga boatmen,1933.0,a quartet,dance of the demons (intro),0,a jealousy issue
24811115,608046,532875,amar y vivir,1997.0,consuelo vel�zquez+antonio mach�n,amar y vivir,2000,antonio mach�n
24815642,60398,117783,i got to sleep,2014.0,the pretenders,go to sleep,2007,the avett brothers
24815688,660590,117783,sleep tonight,2010.0,the lunapins,go to sleep,2007,the avett brothers
24822546,234171,319095,todas las hojas son del viento,1999.0,luis alberto spinetta+pescado rabioso,todas las hojas son del viento,1973,pescado rabioso
24823354,193186,88243,song away,2009.0,hockey,song away (radio edit),0,hockey
24836520,451639,32727,mining for gold,1996.0,cowboy junkies,mining for gold,1988,cowboy junkies
24838931,601911,75152,whenever i call you friend,1995.0,kenny loggins+stevie nicks+melissa manchester+arrangement with sony music licensing,whenever i call you 'friend,0,kenny loggins
24843657,692960,924818,sick bubblegum,2014.0,rob zombie+john 5,sick bubblegum [men or monsters... or both? mix] (explicit album version),0,rob zombie
24845240,52410,191330,lies,2001.0,the knickerbockers,lies,1965,the knickerbockers
24855655,47216,20794,shining star,2003.0,the manhattans,star trek,1999,the three sounds
24858763,585077,729733,i will deny,2016.0,the dwarves,holy will,0,the clark sisters
24859044,612481,227382,three coins in the fountain,1981.0,jule styne+lyrics by sammy cahn+the four aces,three coins in a fountain,0,the four aces
24859495,385291,227382,a garden in the rain,2015.0,al alberts+the four aces+carroll gibbons+james dyrenforth,three coins in a fountain,0,the four aces
